Airport_Code,Claim_Type,Year,TotalClaims
GPT,Passenger Property Loss,2014,2
GPT,Property Damage,2014,2
GRB,Passenger Property Loss,2014,3
GRB,Property Damage,2014,1
GRI,Passenger Property Loss,2014,2
GRI,Property Damage,2014,1
GRK,Passenger Property Loss,2014,4
GRK,Property Damage,2014,1
GRR,Property Damage,2014,12
GRR,Passenger Property Loss,2014,3
GRR,Unknown,2014,1
GSO,Passenger Property Loss,2014,2
GSP,Passenger Property Loss,2014,4
GSP,Property Damage,2014,2
GST,Property Damage,2014,1
GTF,Passenger Property Loss,2014,1
GTR,Property Damage,2014,1
GUC,Passenger Property Loss,2014,1
GUM,Property Damage,2014,3
GUM,Passenger Property Loss,2014,2
HDQ,Passenger Property Loss,2014,2
HDQ,Personal Injury,2014,1
HGR,Property Damage,2014,1
HIB,Passenger Property Loss,2014,1
HNL,Passenger Property Loss,2014,87
HNL,Property Damage,2014,55
HNL,Personal Injury,2014,2
HOU,Property Damage,2014,24
HOU,Passenger Property Loss,2014,21
HPN,Passenger Property Loss,2014,5
HPN,Property Damage,2014,2
HRL,Passenger Property Loss,2014,8
HSV,Property Damage,2014,5
HSV,Passenger Property Loss,2014,1
HTS,Property Damage,2014,1
HXD,Passenger Property Loss,2014,2
HYA,Passenger Property Loss,2014,1
IAD,Passenger Property Loss,2014,111
IAD,Property Damage,2014,87
IAD,Personal Injury,2014,3
IAD,Unknown,2014,1
IAG,Passenger Property Loss,2014,1
IAH,Passenger Property Loss,2014,106
IAH,Property Damage,2014,82
IAH,Personal Injury,2014,1
ICT,Property Damage,2014,4
ICT,Passenger Property Loss,2014,3
IDA,Passenger Property Loss,2014,2
IDA,Property Damage,2014,2
IFP,Property Damage,2014,3
ILG,Property Damage,2014,4
ILG,Passenger Property Loss,2014,1
ILG,Complaint,2014,1
ILM,Passenger Property Loss,2014,2
ILM,Property Damage,2014,1
IND,Passenger Property Loss,2014,24
IND,Property Damage,2014,20
IND,Personal Injury,2014,1
INL,Property Damage,2014,1
INL,Passenger Property Loss,2014,1
IPT,Property Damage,2014,1
ISN,Property Damage,2014,1
ISP,Property Damage,2014,4
ISP,Passenger Property Loss,2014,2
ISP,Unknown,2014,1
ITH,Property Damage,2014,1
ITO,Passenger Property Loss,2014,5
ITO,Property Damage,2014,1
IWA,Property Damage,2014,4
IWA,Passenger Property Loss,2014,2
JAC,Property Damage,2014,1
JAC,Passenger Property Loss,2014,1
JAN,Passenger Property Loss,2014,10
JAN,Property Damage,2014,2
JAX,Passenger Property Loss,2014,18
JAX,Property Damage,2014,12
JAX,Personal Injury,2014,1
JBR,Passenger Property Loss,2014,1
JFK,Passenger Property Loss,2014,369
JFK,Property Damage,2014,243
JFK,Personal Injury,2014,2
JFK,Unknown,2014,1
JFK,Motor Vehicle,2014,1
JLN,Passenger Property Loss,2014,1
JNU,Passenger Property Loss,2014,3
JNU,Property Damage,2014,2
KOA,Passenger Property Loss,2014,14
KOA,Property Damage,2014,7
KTN,Personal Injury,2014,1
LAS,Passenger Property Loss,2014,127
LAS,Property Damage,2014,90
LAS,Personal Injury,2014,7
LAX,Passenger Property Loss,2014,246
LAX,Property Damage,2014,193
LAX,Personal Injury,2014,4
LBB,Property Damage,2014,4
LBB,Passenger Property Loss,2014,4
LBE,Property Damage,2014,2
LCH,Property Damage,2014,1
LCK,Passenger Property Loss,2014,3
LCK,Property Damage,2014,1
LEX,Passenger Property Loss,2014,8
LEX,Property Damage,2014,4
LFT,Passenger Property Loss,2014,6
LFT,Property Damage,2014,1
LGA,Property Damage,2014,64
LGA,Passenger Property Loss,2014,57
LGA,Personal Injury,2014,3
LGA,Unknown,2014,2
LGB,Property Damage,2014,10
LGB,Passenger Property Loss,2014,2
LIH,Passenger Property Loss,2014,14
LIH,Property Damage,2014,11
LIT,Property Damage,2014,5
LIT,Passenger Property Loss,2014,4
LIT,Motor Vehicle,2014,1
LNK,Property Damage,2014,2
LSE,Passenger Property Loss,2014,1
LWS,Property Damage,2014,1
LYH,Passenger Property Loss,2014,3
LYH,Personal Injury,2014,1
MAF,Passenger Property Loss,2014,3
MAF,Property Damage,2014,1
MBS,Passenger Property Loss,2014,1
MCI,Passenger Property Loss,2014,2
MCI,Property Damage,2014,1
MCO,Passenger Property Loss,2014,201
MCO,Property Damage,2014,146
MCO,Personal Injury,2014,2
MCO,Complaint,2014,1
MDT,Property Damage,2014,3
MDT,Passenger Property Loss,2014,3
MDW,Passenger Property Loss,2014,48
MDW,Property Damage,2014,38
MEM,Passenger Property Loss,2014,15
MEM,Property Damage,2014,10
MFE,Property Damage,2014,2
MFE,Passenger Property Loss,2014,2
MFR,Passenger Property Loss,2014,5
MGM,Property Damage,2014,1
MGW,Property Damage,2014,1
MHK,Passenger Property Loss,2014,4
MHK,Property Damage,2014,2
MHT,Property Damage,2014,13
MHT,Passenger Property Loss,2014,9
MIA,Passenger Property Loss,2014,196
MIA,Property Damage,2014,136
MIA,Personal Injury,2014,3
MKE,Passenger Property Loss,2014,21
MKE,Property Damage,2014,15
MKE,Personal Injury,2014,1
MKK,Property Damage,2014,1
MLI,Property Damage,2014,3
MLI,Passenger Property Loss,2014,3
MLU,Property Damage,2014,1
MMH,Property Damage,2014,2
MMH,Compliment,2014,1
MOB,Property Damage,2014,5
MOB,Passenger Property Loss,2014,2
MOT,Property Damage,2014,1
MOT,Passenger Property Loss,2014,1
MRY,Passenger Property Loss,2014,3
MRY,Property Damage,2014,1
MSL,Property Damage,2014,1
MSN,Property Damage,2014,4
MSN,Passenger Property Loss,2014,4
MSO,Passenger Property Loss,2014,3
MSO,Property Damage,2014,1
MSP,Property Damage,2014,53
MSP,Passenger Property Loss,2014,45
MSP,Unknown,2014,1
MSY,Passenger Property Loss,2014,42
MSY,Property Damage,2014,27
MSY,Personal Injury,2014,1
MSY,Complaint,2014,1
MTJ,Property Damage,2014,2
MVY,Passenger Property Loss,2014,4
MYR,Property Damage,2014,4
MYR,Passenger Property Loss,2014,2
OAK,Passenger Property Loss,2014,55
OAK,Property Damage,2014,30
OAK,Unknown,2014,1
OGG,Property Damage,2014,22
OGG,Passenger Property Loss,2014,20
OKC,Passenger Property Loss,2014,8
OKC,Property Damage,2014,4
OMA,Passenger Property Loss,2014,17
OMA,Property Damage,2014,10
OMA,Complaint,2014,1
OME,Passenger Property Loss,2014,1
ONT,Passenger Property Loss,2014,13
ONT,Property Damage,2014,12
ONT,Personal Injury,2014,1
ORD,Property Damage,2014,125
ORD,Passenger Property Loss,2014,118
ORD,Unknown,2014,2
ORD,Personal Injury,2014,2
ORD,Employee Loss (MPCECA),2014,1
ORF,Passenger Property Loss,2014,10
ORF,Property Damage,2014,4
ORH,Property Damage,2014,1
ORH,Passenger Property Loss,2014,1
OTH,Property Damage,2014,1
PBI,Passenger Property Loss,2014,25
PBI,Property Damage,2014,19
PBI,Personal Injury,2014,1
PDX,Passenger Property Loss,2014,51
PDX,Property Damage,2014,34
PDX,Motor Vehicle,2014,1
PFN,Property Damage,2014,1
PGA,Property Damage,2014,1
PGD,Property Damage,2014,3
PGD,Passenger Property Loss,2014,2
PGV,Passenger Property Loss,2014,2
PHF,Passenger Property Loss,2014,2
PHL,Passenger Property Loss,2014,88
PHL,Property Damage,2014,79
PHL,Unknown,2014,2
PHX,Passenger Property Loss,2014,128
PHX,Property Damage,2014,85
PHX,Personal Injury,2014,4
PHX,Unknown,2014,2
PHX,Complaint,2014,2
PIA,Passenger Property Loss,2014,3
PIE,Property Damage,2014,4
PIE,Passenger Property Loss,2014,3
PIT,Passenger Property Loss,2014,14
PIT,Property Damage,2014,13
PLN,Passenger Property Loss,2014,3
PLN,Property Damage,2014,1
PNS,Passenger Property Loss,2014,6
PNS,Property Damage,2014,5
PNS,Personal Injury,2014,1
PSC,Passenger Property Loss,2014,1
PSE,Complaint,2014,2
PSE,Personal Injury,2014,1
PSE,Property Damage,2014,1
PSG,Property Damage,2014,1
PSG,Passenger Property Loss,2014,1
PSM,Passenger Property Loss,2014,1
PSP,Property Damage,2014,11
PSP,Passenger Property Loss,2014,9
PUW,Property Damage,2014,1
PUW,Passenger Property Loss,2014,1
PVD,Property Damage,2014,16
PVD,Passenger Property Loss,2014,14
PWM,Passenger Property Loss,2014,9
PWM,Property Damage,2014,6
RAP,Passenger Property Loss,2014,1
RAP,Property Damage,2014,1
RDD,Passenger Property Loss,2014,2
RDM,Passenger Property Loss,2014,2
RDM,Property Damage,2014,1
RDU,Property Damage,2014,24
RDU,Passenger Property Loss,2014,22
RFD,Property Damage,2014,1
RIC,Property Damage,2014,14
RIC,Passenger Property Loss,2014,14
RIC,Complaint,2014,1
RNO,Passenger Property Loss,2014,18
RNO,Property Damage,2014,16
RNO,Personal Injury,2014,1
ROA,Passenger Property Loss,2014,2
ROA,Property Damage,2014,1
ROC,Property Damage,2014,3
ROC,Passenger Property Loss,2014,2
RST,Property Damage,2014,1
RST,Passenger Property Loss,2014,1
RSW,Passenger Property Loss,2014,38
RSW,Property Damage,2014,28
SAF,Property Damage,2014,3
SAF,Passenger Property Loss,2014,3
SAN,Passenger Property Loss,2014,65
SAN,Property Damage,2014,64
SAN,Unknown,2014,1
SAT,Passenger Property Loss,2014,29
SAT,Property Damage,2014,22
SAT,Personal Injury,2014,2
SAT,Unknown,2014,1
SAV,Passenger Property Loss,2014,20
SAV,Property Damage,2014,7
SAV,Motor Vehicle,2014,1
SBA,Property Damage,2014,4
SBA,Passenger Property Loss,2014,3
SBN,Property Damage,2014,2
SBP,Property Damage,2014,2
SBP,Passenger Property Loss,2014,2
SCC,Passenger Property Loss,2014,1
SCK,Passenger Property Loss,2014,1
SDF,Passenger Property Loss,2014,9
SDF,Property Damage,2014,4
SDY,Passenger Property Loss,2014,1
SEA,Passenger Property Loss,2014,129
SEA,Property Damage,2014,70
SEA,Unknown,2014,1
SFB,Property Damage,2014,11
SFB,Passenger Property Loss,2014,1
SFO,Passenger Property Loss,2014,18
SFO,Property Damage,2014,9
SFO,Personal Injury,2014,1
SGF,Passenger Property Loss,2014,5
SGF,Property Damage,2014,2
SGU,Passenger Property Loss,2014,1
SHV,Property Damage,2014,3
SHV,Passenger Property Loss,2014,2
SIT,Passenger Property Loss,2014,1
SJC,Passenger Property Loss,2014,25
SJC,Property Damage,2014,18
SJT,Passenger Property Loss,2014,1
SJT,Property Damage,2014,1
SJU,Passenger Property Loss,2014,54
SJU,Property Damage,2014,28
SLC,Property Damage,2014,42
SLC,Passenger Property Loss,2014,28
SMF,Passenger Property Loss,2014,29
SMF,Property Damage,2014,19
SNA,Passenger Property Loss,2014,37
SNA,Property Damage,2014,19
SPI,Passenger Property Loss,2014,1
SPS,Passenger Property Loss,2014,1
SRQ,Property Damage,2014,6
SRQ,Passenger Property Loss,2014,4
SRQ,Personal Injury,2014,1
STL,Passenger Property Loss,2014,33
STL,Property Damage,2014,24
STL,Employee Loss (MPCECA),2014,1
STT,Passenger Property Loss,2014,11
STT,Property Damage,2014,6
STX,Passenger Property Loss,2014,2
STX,Property Damage,2014,2
SUN,Property Damage,2014,2
SWF,Property Damage,2014,1
SWF,Passenger Property Loss,2014,1
SYR,Passenger Property Loss,2014,4
SYR,Property Damage,2014,4
TLH,Passenger Property Loss,2014,6
TLH,Property Damage,2014,3
TOL,Property Damage,2014,1
TOL,Passenger Property Loss,2014,1
TPA,Property Damage,2014,55
TPA,Passenger Property Loss,2014,53
TPA,Personal Injury,2014,1
TRI,Property Damage,2014,6
TRI,Passenger Property Loss,2014,6
TRI,Employee Loss (MPCECA),2014,1
TSA,Passenger Property Loss,2014,3
TSA,Property Damage,2014,2
TSA,Unknown,2014,1
TTN,Passenger Property Loss,2014,3
TTN,Property Damage,2014,2
TUL,Passenger Property Loss,2014,9
TUL,Property Damage,2014,8
TUS,Property Damage,2014,14
TUS,Passenger Property Loss,2014,12
TVC,Passenger Property Loss,2014,4
TVC,Property Damage,2014,1
TWF,Property Damage,2014,1
TWF,Unknown,2014,1
TYR,Passenger Property Loss,2014,5
TYR,Property Damage,2014,2
TYS,Property Damage,2014,4
TYS,Passenger Property Loss,2014,2
UNV,Property Damage,2014,1
UNV,Passenger Property Loss,2014,1
UTA,Passenger Property Loss,2014,1
Unknown,Passenger Property Loss,2014,29
Unknown,Property Damage,2014,23
Unknown,Unknown,2014,5
Unknown,Personal Injury,2014,2
Unknown,Motor Vehicle,2014,1
Unknown,Compliment,2014,1
VPS,Passenger Property Loss,2014,3
VPS,Property Damage,2014,2
XNA,Passenger Property Loss,2014,3
XNA,Property Damage,2014,3
YAK,Property Damage,2014,1
YKM,Property Damage,2014,1
YNG,Passenger Property Loss,2014,6
YNG,Property Damage,2014,2
YUM,Passenger Property Loss,2014,3
YUM,Property Damage,2014,2
ZZX,Motor Vehicle,2014,19
ZZX,Personal Injury,2014,8
ZZX,Property Damage,2014,5
ZZX,Employee Loss (MPCECA),2014,1
ZZZ,Personal Injury,2014,1
ABE,Property Damage,2015,3
ABE,Passenger Property Loss,2015,1
ABI,Passenger Property Loss,2015,2
ABQ,Passenger Property Loss,2015,9
ABQ,Property Damage,2015,6
ABQ,Unknown,2015,1
ABR,Passenger Property Loss,2015,2
ABR,Property Damage,2015,1
ABR,Complaint,2015,1
ACK,Passenger Property Loss,2015,1
ACT,Passenger Property Loss,2015,1
ACV,Passenger Property Loss,2015,1
ACY,Property Damage,2015,4
ACY,Passenger Property Loss,2015,2
ADK,Passenger Property Loss,2015,1
ADQ,Property Damage,2015,1
AGS,Property Damage,2015,2
AGS,Passenger Property Loss,2015,1
ALB,Property Damage,2015,13
ALB,Passenger Property Loss,2015,9
ALO,Passenger Property Loss,2015,2
ALW,Property Damage,2015,1
ALW,Passenger Property Loss,2015,1
AMA,Property Damage,2015,1
AMA,Passenger Property Loss,2015,1
ANC,Passenger Property Loss,2015,17
ANC,Property Damage,2015,13
APN,Passenger Property Loss,2015,1
ASE,Passenger Property Loss,2015,3
ASE,Property Damage,2015,1
ATL,Passenger Property Loss,2015,167
ATL,Property Damage,2015,161
ATL,Personal Injury,2015,3
ATL,Complaint,2015,1
ATW,Property Damage,2015,1
ATW,Passenger Property Loss,2015,1
AUS,Property Damage,2015,30
AUS,Passenger Property Loss,2015,24
AVL,Property Damage,2015,3
AVL,Passenger Property Loss,2015,2
AVP,Personal Injury,2015,1
AZO,Passenger Property Loss,2015,1
BDL,Passenger Property Loss,2015,18
BDL,Property Damage,2015,15
BDL,Complaint,2015,1
BFL,Passenger Property Loss,2015,2
BFL,Property Damage,2015,1
BGM,Passenger Property Loss,2015,1
BGR,Property Damage,2015,2
BGR,Passenger Property Loss,2015,1
BHM,Property Damage,2015,6
BHM,Passenger Property Loss,2015,3
BIL,Passenger Property Loss,2015,4
BIL,Property Damage,2015,1
BIS,Passenger Property Loss,2015,2
BJI,Property Damage,2015,1
BJI,Passenger Property Loss,2015,1
BLI,Property Damage,2015,2
BLV,Passenger Property Loss,2015,1
BMI,Property Damage,2015,2
BMI,Passenger Property Loss,2015,1
BNA,Property Damage,2015,27
BNA,Passenger Property Loss,2015,22
BNA,Unknown,2015,1
BNA,Personal Injury,2015,1
BOI,Passenger Property Loss,2015,5
BOI,Property Damage,2015,4
BOI,Personal Injury,2015,1
BOS,Passenger Property Loss,2015,105
BOS,Property Damage,2015,87
BOS,Personal Injury,2015,3
BQK,Passenger Property Loss,2015,1
BQK,Property Damage,2015,1
BQN,Property Damage,2015,1
BQN,Passenger Property Loss,2015,1
BRD,Property Damage,2015,1
BTR,Property Damage,2015,2
BTR,Passenger Property Loss,2015,1
BTV,Passenger Property Loss,2015,5
BTV,Property Damage,2015,1
BUF,Property Damage,2015,12
BUF,Passenger Property Loss,2015,10
BUR,Passenger Property Loss,2015,8
BUR,Property Damage,2015,7
BWI,Passenger Property Loss,2015,60
BWI,Property Damage,2015,43
BWI,Unknown,2015,2
BZN,Passenger Property Loss,2015,1
CAE,Property Damage,2015,3
CAE,Passenger Property Loss,2015,1
CAK,Property Damage,2015,4
CAK,Passenger Property Loss,2015,4
CHA,Property Damage,2015,3
CHA,Passenger Property Loss,2015,1
CHS,Passenger Property Loss,2015,19
CHS,Property Damage,2015,10
CID,Passenger Property Loss,2015,2
CID,Property Damage,2015,1
CKB,Property Damage,2015,1
CKB,Passenger Property Loss,2015,1
CKB,Unknown,2015,1
CLE,Passenger Property Loss,2015,31
CLE,Property Damage,2015,24
CLL,Passenger Property Loss,2015,1
CLT,Property Damage,2015,52
CLT,Passenger Property Loss,2015,45
CMH,Passenger Property Loss,2015,21
CMH,Property Damage,2015,13
CMH,Personal Injury,2015,2
CMI,Passenger Property Loss,2015,2
COD,Passenger Property Loss,2015,1
COS,Property Damage,2015,4
COS,Passenger Property Loss,2015,2
CRP,Property Damage,2015,3
CRP,Passenger Property Loss,2015,2
CRW,Property Damage,2015,1
CSG,Property Damage,2015,1
CVG,Passenger Property Loss,2015,17
CVG,Property Damage,2015,9
CVG,Unknown,2015,1
CVG,Personal Injury,2015,1
CWA,Passenger Property Loss,2015,1
DAB,Property Damage,2015,5
DAB,Passenger Property Loss,2015,2
DAB,Personal Injury,2015,1
DAL,Property Damage,2015,30
DAL,Passenger Property Loss,2015,30
DAL,Personal Injury,2015,2
DAY,Passenger Property Loss,2015,8
DAY,Property Damage,2015,5
DBQ,Property Damage,2015,1
DCA,Passenger Property Loss,2015,52
DCA,Property Damage,2015,39
DCA,Unknown,2015,1
DEN,Passenger Property Loss,2015,89
DEN,Property Damage,2015,68
DEN,Complaint,2015,2
DEN,Personal Injury,2015,2
DFW,Passenger Property Loss,2015,82
DFW,Property Damage,2015,78
DFW,Unknown,2015,2
DFW,Personal Injury,2015,1
DHN,Passenger Property Loss,2015,4
DHN,Property Damage,2015,2
DIK,Passenger Property Loss,2015,1
DLH,Passenger Property Loss,2015,1
DRO,Passenger Property Loss,2015,2
DRO,Property Damage,2015,1
DSM,Passenger Property Loss,2015,6
DSM,Property Damage,2015,3
DTW,Passenger Property Loss,2015,34
DTW,Property Damage,2015,22
DTW,Personal Injury,2015,1
EAT,Property Damage,2015,2
EAT,Passenger Property Loss,2015,2
EAU,Passenger Property Loss,2015,1
ECP,Passenger Property Loss,2015,2
EGE,Property Damage,2015,2
EGE,Passenger Property Loss,2015,2
EKO,Property Damage,2015,1
EKO,Passenger Property Loss,2015,1
ELM,Property Damage,2015,3
ELM,Passenger Property Loss,2015,2
ELP,Property Damage,2015,12
ELP,Passenger Property Loss,2015,5
ERI,Property Damage,2015,1
ERI,Passenger Property Loss,2015,1
EUG,Property Damage,2015,3
EUG,Passenger Property Loss,2015,1
EVV,Property Damage,2015,1
EWN,Property Damage,2015,2
EWN,Passenger Property Loss,2015,1
EWR,Passenger Property Loss,2015,177
EWR,Property Damage,2015,107
EWR,Motor Vehicle,2015,1
EWR,Complaint,2015,1
EYW,Passenger Property Loss,2015,1
F,Passenger Property Loss,2015,58
F,Property Damage,2015,31
F,Unknown,2015,1
F,Personal Injury,2015,1
F,Complaint,2015,1
FAI,Passenger Property Loss,2015,3
FAT,Property Damage,2015,6
FAT,Passenger Property Loss,2015,5
FAY,Property Damage,2015,3
FLL,Passenger Property Loss,2015,78
FLL,Property Damage,2015,73
FLL,Employee Loss (MPCECA),2015,1
FSD,Property Damage,2015,1
FSD,Passenger Property Loss,2015,1
FSM,Property Damage,2015,1
FWA,Passenger Property Loss,2015,2
FWA,Property Damage,2015,1
GCK,Passenger Property Loss,2015,1
GEG,Property Damage,2015,9
GEG,Passenger Property Loss,2015,6
GFK,Passenger Property Loss,2015,2
GGG,Passenger Property Loss,2015,2
GGG,Property Damage,2015,1
GJT,Property Damage,2015,2
GJT,Passenger Property Loss,2015,1
GPT,Passenger Property Loss,2015,5
GPT,Property Damage,2015,4
GRB,Property Damage,2015,2
GRI,Property Damage,2015,2
GRK,Property Damage,2015,4
GRK,Passenger Property Loss,2015,3
GRO,Property Damage,2015,1
GRR,Passenger Property Loss,2015,5
GRR,Property Damage,2015,4
GSO,Property Damage,2015,6
GSO,Passenger Property Loss,2015,5
GSP,Property Damage,2015,4
GSP,Passenger Property Loss,2015,2
GST,Passenger Property Loss,2015,1
GUM,Property Damage,2015,2
GUM,Passenger Property Loss,2015,2
HDN,Passenger Property Loss,2015,2
HDQ,Passenger Property Loss,2015,1
HLN,Property Damage,2015,1
HNL,Passenger Property Loss,2015,73
HNL,Property Damage,2015,29
HNL,Personal Injury,2015,4
HOB,Passenger Property Loss,2015,1
HOM,Passenger Property Loss,2015,2
HOU,Passenger Property Loss,2015,34
HOU,Property Damage,2015,27
HPN,Property Damage,2015,7
HPN,Passenger Property Loss,2015,4
HRL,Passenger Property Loss,2015,3
HRL,Property Damage,2015,1
HSV,Property Damage,2015,4
HSV,Passenger Property Loss,2015,3
HTS,Passenger Property Loss,2015,1
HVN,Passenger Property Loss,2015,1
HXD,Passenger Property Loss,2015,4
HXD,Property Damage,2015,1
IAD,Passenger Property Loss,2015,77
IAD,Property Damage,2015,71
IAD,Personal Injury,2015,1
IAG,Property Damage,2015,1
IAH,Passenger Property Loss,2015,74
IAH,Property Damage,2015,58
IAH,Personal Injury,2015,2
IAH,Unknown,2015,1
IAH,Complaint,2015,1
ICT,Property Damage,2015,6
ICT,Passenger Property Loss,2015,3
IDA,Passenger Property Loss,2015,1
IFP,Passenger Property Loss,2015,1
IFP,Property Damage,2015,1
ILM,Passenger Property Loss,2015,3
ILM,Property Damage,2015,2
IND,Property Damage,2015,12
IND,Passenger Property Loss,2015,11
IND,Unknown,2015,1
ISP,Property Damage,2015,6
ISP,Passenger Property Loss,2015,5
ISP,Complaint,2015,1
ITO,Property Damage,2015,6
ITO,Passenger Property Loss,2015,2
IWA,Passenger Property Loss,2015,4
IWA,Property Damage,2015,2
JAN,Property Damage,2015,6
JAN,Passenger Property Loss,2015,5
JAX,Passenger Property Loss,2015,16
JAX,Property Damage,2015,9
JAX,Personal Injury,2015,1
JFK,Passenger Property Loss,2015,266
JFK,Property Damage,2015,195
JFK,Personal Injury,2015,4
JFK,Complaint,2015,2
JFK,Unknown,2015,1
JNU,Property Damage,2015,3
JQF,Passenger Property Loss,2015,4
KOA,Passenger Property Loss,2015,15
KOA,Property Damage,2015,14
KOA,Personal Injury,2015,1
KTN,Passenger Property Loss,2015,3
LAN,Property Damage,2015,2
LAN,Passenger Property Loss,2015,1
LAS,Passenger Property Loss,2015,129
LAS,Property Damage,2015,97
LAS,Personal Injury,2015,2
LAS,Unknown,2015,1
LAX,Passenger Property Loss,2015,238
LAX,Property Damage,2015,200
LAX,Personal Injury,2015,6
LAX,Complaint,2015,2
LBB,Passenger Property Loss,2015,2
LBB,Property Damage,2015,1
LBE,Passenger Property Loss,2015,3
LBE,Property Damage,2015,1
LCK,Passenger Property Loss,2015,4
LCK,Property Damage,2015,1
LEB,Passenger Property Loss,2015,1
LEX,Property Damage,2015,6
LEX,Passenger Property Loss,2015,4
LFT,Passenger Property Loss,2015,2
LFT,Property Damage,2015,1
LGA,Passenger Property Loss,2015,53
LGA,Property Damage,2015,52
LGA,Personal Injury,2015,1
LGB,Passenger Property Loss,2015,10
LGB,Property Damage,2015,4
LIH,Passenger Property Loss,2015,10
LIH,Property Damage,2015,7
LIT,Property Damage,2015,9
LIT,Passenger Property Loss,2015,7
LNK,Property Damage,2015,1
LNK,Passenger Property Loss,2015,1
LWS,Property Damage,2015,2
LYH,Passenger Property Loss,2015,3
LYH,Property Damage,2015,1
MAF,Property Damage,2015,1
MAF,Passenger Property Loss,2015,1
MBS,Passenger Property Loss,2015,1
MCI,Passenger Property Loss,2015,7
MCI,Property Damage,2015,3
MCO,Passenger Property Loss,2015,191
MCO,Property Damage,2015,131
MCO,Personal Injury,2015,3
MCO,Complaint,2015,1
MDT,Property Damage,2015,5
MDT,Passenger Property Loss,2015,2
MDW,Passenger Property Loss,2015,34
MDW,Property Damage,2015,22
MDW,Personal Injury,2015,1
MEM,Passenger Property Loss,2015,11
MEM,Property Damage,2015,10
MFE,Passenger Property Loss,2015,2
MFE,Property Damage,2015,1
MFR,Property Damage,2015,6
MFR,Passenger Property Loss,2015,3
MGM,Passenger Property Loss,2015,1
MHK,Passenger Property Loss,2015,2
MHK,Property Damage,2015,1
MHT,Property Damage,2015,13
MHT,Passenger Property Loss,2015,7
MIA,Passenger Property Loss,2015,160
MIA,Property Damage,2015,112
MIA,Unknown,2015,2
MIA,Personal Injury,2015,1
MIA,Complaint,2015,1
MKE,Passenger Property Loss,2015,19
MKE,Property Damage,2015,18
MKK,Property Damage,2015,1
MLB,Property Damage,2015,2
MLB,Passenger Property Loss,2015,1
MLI,Property Damage,2015,4
MLI,Passenger Property Loss,2015,3
MLU,Passenger Property Loss,2015,2
MMH,Property Damage,2015,2
MMH,Passenger Property Loss,2015,1
MOB,Property Damage,2015,1
MOB,Passenger Property Loss,2015,1
MOT,Property Damage,2015,2
MOT,Passenger Property Loss,2015,1
MSN,Property Damage,2015,4
MSN,Passenger Property Loss,2015,2
MSO,Passenger Property Loss,2015,2
MSO,Property Damage,2015,1
MSP,Property Damage,2015,43
MSP,Passenger Property Loss,2015,34
MSP,Personal Injury,2015,2
MSP,Unknown,2015,1
MSY,Property Damage,2015,34
MSY,Passenger Property Loss,2015,32
MSY,Personal Injury,2015,1
MSY,Complaint,2015,1
MTJ,Passenger Property Loss,2015,2
MVY,Passenger Property Loss,2015,2
MVY,Property Damage,2015,1
MYR,Property Damage,2015,5
MYR,Passenger Property Loss,2015,2
OAJ,Passenger Property Loss,2015,3
OAJ,Property Damage,2015,2
OAK,Passenger Property Loss,2015,39
OAK,Property Damage,2015,33
OGG,Passenger Property Loss,2015,20
OGG,Property Damage,2015,18
OGG,Unknown,2015,1
OKC,Property Damage,2015,10
OKC,Passenger Property Loss,2015,8
OMA,Property Damage,2015,9
OMA,Passenger Property Loss,2015,5
OME,Property Damage,2015,1
OME,Passenger Property Loss,2015,1
ONT,Passenger Property Loss,2015,10
ONT,Property Damage,2015,9
ORD,Property Damage,2015,117
ORD,Passenger Property Loss,2015,113
ORD,Personal Injury,2015,2
ORD,Employee Loss (MPCECA),2015,2
ORD,Unknown,2015,2
ORF,Passenger Property Loss,2015,13
ORF,Property Damage,2015,12
ORH,Property Damage,2015,1
OTH,Passenger Property Loss,2015,2
OTZ,Passenger Property Loss,2015,1
PBG,Passenger Property Loss,2015,1
PBI,Passenger Property Loss,2015,26
PBI,Property Damage,2015,13
PBI,Personal Injury,2015,1
PDX,Passenger Property Loss,2015,36
PDX,Property Damage,2015,29
PDX,Personal Injury,2015,2
PDX,Employee Loss (MPCECA),2015,1
PGD,Property Damage,2015,3
PGD,Passenger Property Loss,2015,2
PGV,Passenger Property Loss,2015,1
PHF,Property Damage,2015,3
PHF,Passenger Property Loss,2015,1
PHL,Passenger Property Loss,2015,76
PHL,Property Damage,2015,67
PHL,Personal Injury,2015,1
PHL,Motor Vehicle,2015,1
PHL,Employee Loss (MPCECA),2015,1
PHX,Passenger Property Loss,2015,139
PHX,Property Damage,2015,75
PHX,Personal Injury,2015,3
PHX,Complaint,2015,2
PHX,Unknown,2015,1
PIA,Property Damage,2015,2
PIE,Property Damage,2015,4
PIT,Property Damage,2015,26
PIT,Passenger Property Loss,2015,13
PIT,Unknown,2015,1
PLN,Property Damage,2015,1
PNS,Property Damage,2015,8
PNS,Passenger Property Loss,2015,4
PQI,Passenger Property Loss,2015,1
PSC,Property Damage,2015,1
PSC,Passenger Property Loss,2015,1
PSE,Property Damage,2015,1
PSE,Passenger Property Loss,2015,1
PSG,Passenger Property Loss,2015,1
PSP,Passenger Property Loss,2015,10
PSP,Property Damage,2015,7
PVD,Property Damage,2015,7
PVD,Passenger Property Loss,2015,7
PWM,Property Damage,2015,8
PWM,Passenger Property Loss,2015,2
